Year,DEC Region,County,Town,Waterbody,Date,Number,Species Name,Size (inches )
2024,8,Genesee,Le Roy,Oatka Creek,May - second week,270,Brown Trout,12 -15 inches
2024,8,Genesee,Le Roy,Oatka Creek,May - second week,2340,Brown Trout,9 - 10 inches
2024,4,Greene,Greenville,Basic Creek,April - first week,40,Brown Trout,12 -15 inches
2024,4,Greene,Greenville,Basic Creek,April - first week,310,Rainbow Trout,9 - 10 inches
2024,4,Greene,Ashland,Batavia Kill,April - second week,410,Brown Trout,12 -15 inches
2024,4,Greene,Ashland,Batavia Kill,April - second week,3520,Brown Trout,9 - 10 inches
2024,4,Greene,Windham,Batavia Kill,April - second week,160,Brown Trout,12 -15 inches
2024,4,Greene,Windham,Batavia Kill,April - second week,1310,Brown Trout,9 - 10 inches
2024,4,Greene,Cairo,Catskill Creek,April - first week,180,Brown Trout,12 -15 inches
2024,4,Greene,Cairo,Catskill Creek,April - first week,1600,Brown Trout,9 - 10 inches
2024,4,Greene,Cairo,Catskill Creek,April - third week,180,Brown Trout,12 -15 inches
2024,4,Greene,Cairo,Catskill Creek,April - third week,1600,Brown Trout,9 - 10 inches
2024,4,Greene,Cairo,Catskill Creek,May - first week,180,Brown Trout,12 -15 inches
2024,4,Greene,Cairo,Catskill Creek,May - first week,1600,Brown Trout,9 - 10 inches
2024,4,Greene,Cairo,Catskill Creek,May - third week,180,Brown Trout,12 -15 inches
2024,4,Greene,Cairo,Catskill Creek,May - third week,1600,Brown Trout,9 - 10 inches
2024,4,Greene,Rensselaerville,Catskill Creek,April - first week,20,Brown Trout,12 -15 inches
2024,4,Greene,Rensselaerville,Catskill Creek,April - first week,180,Brown Trout,9 - 10 inches
2024,4,Greene,Rensselaerville,Catskill Creek,April - third week,20,Brown Trout,12 -15 inches
2024,4,Greene,Rensselaerville,Catskill Creek,April - third week,180,Brown Trout,9 - 10 inches
2024,4,Greene,Rensselaerville,Catskill Creek,May - first week,20,Brown Trout,12 -15 inches
2024,4,Greene,Rensselaerville,Catskill Creek,May - first week,180,Brown Trout,9 - 10 inches
2024,4,Greene,Rensselaerville,Catskill Creek,May - third week,20,Brown Trout,12 -15 inches
2024,4,Greene,Rensselaerville,Catskill Creek,May - third week,180,Brown Trout,9 - 10 inches
2024,4,Greene,Jewett,Colgate Lake,April,640,Brown Trout,8 inches
2024,4,Greene,Jewett,Colgate Lake,Mid April,100,Brown Trout,12 -15 inches
2024,4,Greene,Jewett,East Kill,April - second week,130,Brown Trout,12 -15 inches
2024,4,Greene,Jewett,East Kill,April - second week,1100,Brown Trout,9 - 10 inches
2024,4,Greene,Athens,Greens Lake,Spring,210,Brown Trout,12 -15 inches
2024,4,Greene,Jewett,Schoharie Creek,April - first week,80,Brown Trout,12 -15 inches
2024,4,Greene,Jewett,Schoharie Creek,April - first week,650,Brown Trout,9 - 10 inches
2024,4,Greene,"Jewett, Hunter",Schoharie Creek,April - first week,390,Brown Trout,12 -15 inches
2024,4,Greene,"Jewett, Hunter",Schoharie Creek,April - first week,3380,Brown Trout,9 - 10 inches
2024,4,Greene,"Jewett, Lexington",Schoharie Creek,April - first week,350,Brown Trout,12 -15 inches
2024,4,Greene,"Jewett, Lexington",Schoharie Creek,April - first week,2970,Brown Trout,9 - 10 inches
2024,4,Greene,Lexington,Schoharie Creek,April - first week,650,Brown Trout,12 -15 inches
2024,4,Greene,Lexington,Schoharie Creek,April - first week,5560,Brown Trout,9 - 10 inches
2024,4,Greene,Lexington,West Kill,April - first week,50,Brown Trout,12 -15 inches
2024,4,Greene,Lexington,West Kill,April - first week,440,Brown Trout,9 - 10 inches
2024,5,Hamilton,Indian Lake,Cedar River,April - fourth week,100,Brown Trout,12 -15 inches
2024,5,Hamilton,Indian Lake,Cedar River,April - fourth week,840,Brown Trout,9 - 10 inches
2024,5,Hamilton,Indian Lake,Cedar River Flow,Spring,910,Brown Trout,8 inches
2024,5,Hamilton,Long Lake,Clear Pond,Spring,740,Rainbow Trout,8 inches
2024,5,Hamilton,Inlet,Eighth Lake,Spring,2940,Rainbow Trout,8 inches
2024,5,Hamilton,Wells,Elbow Creek Reservoir,June,220,Brook Trout,8 inches
2024,5,Hamilton,Indian Lake,First Lake Essex Chain,Spring,1160,Rainbow Trout,8 inches
2024,5,Hamilton,Lk Pleasant,Gilman Lake,Spring,840,Rainbow Trout,8 inches
2024,5,Hamilton,"Indian Lake, Lk Pleasant",Indian Lake,Spring,7140,Brown Trout,8 inches
2024,5,Hamilton,Indian Lake,Indian River,April - fourth week,260,Rainbow Trout,12 -14 inches
2024,5,Hamilton,Indian Lake,Indian River,April - fourth week,2370,Rainbow Trout,9 - 10 inches
2024,5,Hamilton,Lake Pleasant,Jessup River,May - second week,1210,Brook Trout,9 - 10 inches
2024,5,Hamilton,Lake Pleasant,Jessup River,May - second week,40,Brown Trout,12 -15 inches
2024,5,Hamilton,Lake Pleasant,Jessup River,May - second week,350,Brown Trout,9 - 10 inches
2024,5,Hamilton,Long Lake,Lake Eaton,Spring,3260,Rainbow Trout,8 inches
2024,5,Hamilton,Lk Pleasant,Lake Pleasant,Spring,1460,Brown Trout,8 inches
2024,5,Hamilton,Wells,Mill Creek,May - first week,60,Brown Trout,12 -15 inches
2024,5,Hamilton,Wells,Mill Creek,May - first week,490,Brown Trout,9 - 10 inches
2024,5,Hamilton,"Inlet, Arietta",Moose River,May - third week,1130,Brook Trout,9 - 10 inches
2024,5,Hamilton,Morehouse,Moose River,May - third week,940,Brook Trout,9 - 10 inches
2024,5,Hamilton,Morehouse,Otter Brook,May - fourth week,790,Brook Trout,9 - 10 inches
2024,5,Hamilton,"Long Lake, Arietta",Raquette River,May - second week,210,Brown Trout,12 -15 inches
2024,5,Hamilton,"Long Lake, Arietta",Raquette River,May - second week,1800,Brown Trout,9 - 10 inches
2024,5,Hamilton,Lake Pleasant,Sacandaga Lake,Spring,1360,Brown Trout,8 inches
2024,5,Hamilton,Wells,Sacandaga River,May - second week,450,Brown Trout,12 -15 inches
2024,5,Hamilton,Wells,Sacandaga River,May - second week,3760,Brown Trout,9 - 10 inches
2024,5,Hamilton,Inlet,Seventh Lake,Spring,3990,Rainbow Trout,8 inches
2024,5,Hamilton,Inlet,Sixth Lake,Spring,1360,Rainbow Trout,8 inches
2024,5,Hamilton,"Hoffmeister,Morehouseville",South Branch West Canada Creek,April - fourth week,1480,Brook Trout,9 - 10 inches
2024,5,Hamilton,Morehouse,South Branch West Canada Creek,April - fourth week,1030,Brook Trout,9 - 10 inches
2024,5,Hamilton,Indian Lake,Sprague Pond,Spring,820,Brown Trout,8 inches
2024,5,Hamilton,Indian Lake,Stephens Pond,Fall,1090,Brown Trout,8 inches
2024,5,Hamilton,Indian Lake,Unknown Pond,Spring,680,Brown Trout,8 inches
2024,5,Hamilton,Inlet,Upper Mitchell Pond,Spring,180,Brown Trout,8 inches
2024,5,Hamilton,Lake Pleasant,Wakely Pond,Spring,180,Brown Trout,8 inches
2024,5,Hamilton,Wells,West Branch Sacandaga River,May - second week,120,Rainbow Trout,12 -14 inches
2024,5,Hamilton,Wells,West Branch Sacandaga River,May - second week,1060,Rainbow Trout,9 - 10 inches
2024,5,Hamilton,Benson,Woods Lake,Spring,630,Rainbow Trout,8 inches
2024,6,Herkimer,Manheim,Beardsley Lake,Spring,3660,Rainbow Trout,8 inches
2024,6,Herkimer,Webb,Fourth Lake,Spring,9660,Rainbow Trout,8 inches
2024,6,Herkimer,webb,Moss Lake,May,550,Brook Trout,8 inches
2024,6,Herkimer,Webb,Nicks Lake,May,1820,Brown Trout,8 inches
2024,6,Herkimer,Webb,Old Forge Pond,April,740,Rainbow Trout,8 inches
2024,6,Herkimer,Stark,Otsquago Creek,April - first week,630,Rainbow Trout,9 - 10 inches
2024,6,Herkimer,Russia,Prospect Rs,Spring,3090,Brown Trout,8 inches
2024,6,Herkimer,Webb,Quiver Pond,April - third week,330,Brook Trout,8 inches
2024,6,Herkimer,Salisbury,Spruce Creek,April - third week,270,Brown Trout,12 -15 inches
2024,6,Herkimer,Webb,Sunday Creek,May - second week,670,Brook Trout,9 - 10 inches
2024,6,Herkimer,Webb,Third Lake,May,1890,Rainbow Trout,8 inches
2024,6,Herkimer,Webb,Twitchell Lake,May,2200,Brook Trout,8 inches
2024,6,Herkimer,"Columbia, Winfield",Unadilla River,April - first week,30,Brown Trout,12 -15 inches
2024,6,Herkimer,"Columbia, Winfield",Unadilla River,April - first week,220,Brown Trout,9 - 10 inches
2024,6,Herkimer,"Fairfield, Herkimer",West Canada Creek,April - third week,420,Brown Trout,12 -15 inches
2024,6,Herkimer,"Fairfield, Herkimer",West Canada Creek,April - third week,3640,Brown Trout,9 - 10 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,April - fourth week,380,Brown Trout,12 -15 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,April - fourth week,3220,Brown Trout,9 - 10 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,April - second week,380,Brown Trout,12 -15 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,April - second week,3220,Brown Trout,9 - 10 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,May - fourth week,380,Brown Trout,12 -15 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,May - fourth week,3220,Brown Trout,9 - 10 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,May - second week,380,Brown Trout,12 -15 inches
2024,6,Herkimer,"Fairfield, Newport",West Canada Creek,May - second week,3220,Brown Trout,9 - 10 inches
2024,6,Herkimer,Ohio,West Canada Creek,April - fourth week,4320,Brook Trout,9 - 10 inches
2024,6,Jefferson,"Wilna, Philadelphia",Black Creek,May - first week,460,Brown Trout,12 -15 inches
2024,6,Jefferson,"Wilna, Philadelphia",Black Creek,May - first week,3940,Brown Trout,9 - 10 inches
2024,6,Jefferson,Wilna,Black Creek West Branch,May - first week,480,Brook Trout,9 - 10 inches
2024,6,Jefferson,Watertown,Black River,May - first week,410,Brown Trout,12 -15 inches
2024,6,Jefferson,Watertown,Black River,May - first week,3680,Brown Trout,9 - 10 inches
2024,6,Jefferson,Rutland,Felts Mills Creek,May - first week,350,Brook Trout,9 - 10 inches
2024,6,Jefferson,Champion,Felts Mills Creek,May - first week,310,Brook Trout,9 - 10 inches
2024,6,Jefferson,Ellisburg,Lake Ontario,Mid May,10700,Brown Trout,8 inches
2024,6,Jefferson,Henderson,Lake Ontario,Mid May,73620,Brown Trout,8 inches
2024,6,Jefferson,Theresa,Millsite Lake,Spring,520,Rainbow Trout,8 inches
2024,6,Jefferson,Adams,North Branch Sandy Creek,May - first week,30,Brown Trout,12 -15 inches
2024,6,Jefferson,Adams,North Branch Sandy Creek,May - first week,290,Brown Trout,9 - 10 inches
2024,6,Jefferson,Le Ray,Remington Pond,May - first week,1100,Brook Trout,8 inches
2024,6,Jefferson,Adams,Sandy Creek,May - first week,130,Brown Trout,12 -15 inches
2024,6,Jefferson,Adams,Sandy Creek,May - first week,1140,Brown Trout,9 - 10 inches
2024,6,Jefferson,Worth,South Sandy Creek,May - first week,360,Brook Trout,9 - 10 inches
2024,6,Jefferson,Champion,Townsend Creek,May - first week,320,Brook Trout,9 - 10 inches
2024,6,Lewis,High Market,Alder Creek,May - third week,130,Brown Trout,12 -15 inches
2024,6,Lewis,High Market,Alder Creek,May - third week,1130,Brown Trout,9 - 10 inches
2024,6,Lewis,New Bremen,Black Creek,May - second week,850,Brook Trout,9 - 10 inches
2024,6,Lewis,"Leyden, Lyonsdale",Black River,May - second week,920,Brown Trout,12 -15 inches
2024,6,Lewis,"Leyden, Lyonsdale",Black River,May - second week,7900,Brown Trout,9 - 10 inches
2024,6,Lewis,Diana,Bonaparte Lake,Spring,3090,Brown Trout,8 inches
2024,6,Lewis,Croghan,Deer Pond (AKA Little Deer Pd),Early May,280,Brook Trout,8 inches
2024,6,Lewis,Montague,Deer River West Branch,May - second week,320,Brook Trout,9 - 10 inches
2024,6,Lewis,Lewis,Fish Creek East Branch,May - first week,230,Brown Trout,12 -15 inches
2024,6,Lewis,Lewis,Fish Creek East Branch,May - first week,2020,Brown Trout,9 - 10 inches
2024,6,Lewis,Lewis,Fish Creek East Branch,May - second week,250,Brown Trout,12 -15 inches
2024,6,Lewis,Lewis,Fish Creek East Branch,May - second week,2130,Brown Trout,9 - 10 inches
2024,6,Lewis,Lowville,Forestry Pond,May - June,260,Rainbow Trout,8 inches
2024,6,Lewis,Croghan,Indian River,May - first week,420,Brook Trout,9 - 10 inches
2024,6,Lewis,Croghan,Long Pond,May,1650,Brook Trout,8 inches
2024,6,Lewis,Lyonsdale,Moose River,May - second week,1530,Brook Trout,9 - 10 inches
2024,6,Lewis,Croghan,Mud Pond,Early May,1100,Brook Trout,8 inches
2024,6,Lewis,Croghan,Oswegatchie River West Branch,May - second week,580,Brook Trout,9 - 10 inches
2024,6,Lewis,Diana,Oswegatchie River West Branch,May - second week,1270,Brook Trout,9 - 10 inches
2024,6,Lewis,Greig,Otter Creek,May - third week,170,Brown Trout,12 -15 inches
2024,6,Lewis,Greig,Otter Creek,May - third week,1480,Brown Trout,9 - 10 inches
2024,6,Lewis,Watson,Payne Lake,Early May,550,Brook Trout,8 inches
2024,6,Lewis,Lewis,Point Rock Creek,April - fourth week,60,Brown Trout,12 -15 inches
2024,6,Lewis,Lewis,Point Rock Creek,April - fourth week,500,Brown Trout,9 - 10 inches
2024,6,Lewis,Diana,Quarry Pond,May,210,Rainbow Trout,8 inches
2024,6,Lewis,Croghan,Rock Pond,Early May,330,Brook Trout,8 inches
2024,6,Lewis,Croghan,Trout Lake,Early May,660,Brook Trout,8 inches
2024,6,Lewis,Martinsburg,Whetstone Creek,May - first week,300,Brown Trout,9 - 10 inches
2024,8,Livingston,Springwater,Springwater Creek,May,4000,Rainbow Trout,8 inches
2024,8,Livingston,Ossian,Sugar Creek,April - first week,1290,Brook Trout,9 - 10 inches
2024,7,Madison,Brookfield,Beaver Creek,April - second week,120,Brown Trout,12 -15 inches
2024,7,Madison,Brookfield,Beaver Creek,April - second week,1060,Brown Trout,9 - 10 inches
2024,7,Madison,Eaton,Chenango River,April - first week,300,Brown Trout,12 -15 inches
2024,7,Madison,Eaton,Chenango River,April - first week,2540,Brown Trout,9 - 10 inches
2024,7,Madison,Cazenovia,Chittenango Creek,April - second week,180,Brown Trout,12 -15 inches
2024,7,Madison,Cazenovia,Chittenango Creek,April - second week,1520,Brown Trout,9 - 10 inches
2024,7,Madison,Fenner,Chittenango Creek,April - first week,250,Brown Trout,12 -15 inches
2024,7,Madison,Fenner,Chittenango Creek,April - first week,2010,Brown Trout,9 - 10 inches
2024,7,Madison,Fenner,Chittenango Creek,April - third week,250,Brown Trout,12 -15 inches
2024,7,Madison,Fenner,Chittenango Creek,April - third week,2010,Brown Trout,9 - 10 inches
2024,7,Madison,Fenner,Chittenango Creek,May - first week,250,Brown Trout,12 -15 inches
2024,7,Madison,Fenner,Chittenango Creek,May - first week,2010,Brown Trout,9 - 10 inches
2024,7,Madison,Fenner,Chittenango Creek,May - third week,250,Brown Trout,12 -15 inches
2024,7,Madison,Fenner,Chittenango Creek,May - third week,2010,Brown Trout,9 - 10 inches
2024,7,Madison,Sullivan,Chittenango Creek,April - first week,90,Brown Trout,12 -15 inches
2024,7,Madison,Sullivan,Chittenango Creek,April - first week,690,Brown Trout,9 - 10 inches
2024,7,Madison,Sullivan,Chittenango Creek,April - third week,90,Brown Trout,12 -15 inches
2024,7,Madison,Sullivan,Chittenango Creek,April - third week,690,Brown Trout,9 - 10 inches
2024,7,Madison,Sullivan,Chittenango Creek,May - first week,90,Brown Trout,12 -15 inches
2024,7,Madison,Sullivan,Chittenango Creek,May - first week,690,Brown Trout,9 - 10 inches
2024,7,Madison,Sullivan,Chittenango Creek,May - third week,90,Brown Trout,12 -15 inches
2024,7,Madison,Sullivan,Chittenango Creek,May - third week,690,Brown Trout,9 - 10 inches
2024,7,Madison,Oneida,Cowaselon Creek,April - second week,100,Brown Trout,12 -15 inches
2024,7,Madison,Oneida,Cowaselon Creek,April - second week,830,Rainbow Trout,9 - 10 inches
2024,7,Madison,Eaton,Eaton Reservoir,Spring,1820,Brown Trout,8 inches
2024,7,Madison,Lebanon,Lebanon Reservoir,Spring,2100,Rainbow Trout,8 inches
2024,7,Madison,Cazenovia,Limestone Creek,April - second week,60,Brown Trout,12 -15 inches
2024,7,Madison,Cazenovia,Limestone Creek,April - second week,500,Brown Trout,9 - 10 inches
2024,7,Madison,Smithfield,Oneida Creek,April - second week,100,Brown Trout,12 -15 inches
2024,7,Madison,Smithfield,Oneida Creek,April - second week,860,Brown Trout,9 - 10 inches
2024,7,Madison,Hamilton,Payne Brook,April - second week,40,Brown Trout,12 -15 inches
2024,7,Madison,Hamilton,Payne Brook,April - second week,330,Brown Trout,9 - 10 inches
2024,7,Madison,Hamilton,Sangerfield River,April - second week,240,Brown Trout,12 -15 inches
2024,7,Madison,Hamilton,Sangerfield River,April - second week,2060,Brown Trout,9 - 10 inches
2024,7,Madison,Eaton,Upper Lelands Pond,May,1550,Brown Trout,8 inches
2024,8,Monroe,"Brighton, Penfield, Perinton",Irondequoit Creek,May - June,5700,Brown Trout,9 - 10 inches
2024,8,Monroe,"Brighton, Penfield, Perinton",Irondequoit Creek,Mid April,1310,Brown Trout,12 -15 inches
2024,8,Monroe,"Brighton, Penfield, Perinton",Irondequoit Creek,Mid April,2900,Brown Trout,9 - 10 inches
2024,8,Monroe,Pittsford,Irondequoit Creek,May - June,800,Brown Trout,9 - 10 inches
2024,8,Monroe,Pittsford,Irondequoit Creek,Mid April,370,Brown Trout,12 -15 inches
2024,8,Monroe,Pittsford,Irondequoit Creek,Mid April,800,Brown Trout,9 - 10 inches
2024,8,Monroe,Greece,Lake Ontario,May,49860,Brown Trout,8 inches
2024,8,Monroe,Hamlin,Lake Ontario,May,37450,Brown Trout,8 inches
2024,8,Monroe,Webster,Lake Ontario,May,49750,Brown Trout,8 inches
2024,8,Monroe,Wheatland,Oatka Creek,April - third week,280,Brown Trout,12 -15 inches
2024,8,Monroe,Wheatland,Oatka Creek,April - third week,2420,Brown Trout,9 - 10 inches
2024,4,Montgomery,Canajoharie,Canajoharie Creek,April - second week,60,Brown Trout,12 -15 inches
2024,4,Montgomery,Canajoharie,Canajoharie Creek,April - second week,540,Brown Trout,9 - 10 inches
2024,1,Nassau,Oyster Bay,Massapequa Reservoir,April,320,Brown Trout,12 -15 inches
2024,1,Nassau,Oyster Bay,Massapequa Reservoir,April,450,Brown Trout,8 inches
2024,1,Nassau,Oyster Bay,Massapequa Reservoir,April,940,Rainbow Trout,8 inches
2024,1,Nassau,Oyster Bay,Massapequa Reservoir,March,320,Brown Trout,12 -15 inches
2024,1,Nassau,Oyster Bay,Massapequa Reservoir,March,520,Rainbow Trout,8 inches
2024,1,Nassau,Oyster Bay,Oyster Bay Mill Pond,March,100,Brown Trout,12 -15 inches
2024,1,Nassau,Oyster Bay,Oyster Bay Mill Pond,March,520,Rainbow Trout,8 inches
2024,1,Nassau,Hempstead,Upper Twin Pond,April,100,Brown Trout,12 -15 inches
2024,1,Nassau,Hempstead,Upper Twin Pond,April,630,Rainbow Trout,8 inches
2024,1,Nassau,Hempstead,Upper Twin Pond,March,420,Brown Trout,12 -15 inches
2024,1,Nassau,Hempstead,Upper Twin Pond,March,160,Rainbow Trout,8 inches
2024,9,Niagara,Niagara Falls,Hyde Park Lake,Early April,210,Brown Trout,12 -15 inches
2024,9,Niagara,Niagara Falls,Hyde Park Lake,Early April,1820,Brown Trout,8 inches
2024,9,Niagara,Newfane,Lake Ontario,May,23000,Brown Trout,8 inches
2024,9,Niagara,Wilson,Lake Ontario,May,23000,Brown Trout,8 inches
2024,9,Niagara,Porter,Lower Niagara River,May,37450,Brown Trout,8 inches
2024,9,Niagara,Wheatfield,Oppenheim Park Pond,Early April,100,Brown Trout,12 -15 inches
2024,9,Niagara,Wheatfield,Oppenheim Park Pond,Early April,210,Rainbow Trout,8 inches
2024,6,Oneida,"Boonville, Forestport",Black River,May - second week,1080,Brown Trout,12 -15 inches
2024,6,Oneida,"Boonville, Forestport",Black River,May - second week,9290,Brown Trout,9 - 10 inches
2024,6,Oneida,Forestport,Black River,May - second week,1490,Brook Trout,9 - 10 inches
2024,6,Oneida,Forestport,Black River,May - second week,140,Brown Trout,12 -15 inches
2024,6,Oneida,Forestport,Black River,May - second week,1200,Brown Trout,9 - 10 inches
2024,6,Oneida,Trenton,Cincinnati Creek,April - third week,90,Brown Trout,12 -15 inches
2024,6,Oneida,Trenton,Cincinnati Creek,April - third week,730,Brown Trout,9 - 10 inches
2024,6,Oneida,Annsville,Fish Creek East Branch,May - second week,420,Brown Trout,12 -15 inches
2024,6,Oneida,Annsville,Fish Creek East Branch,May - second week,3560,Brown Trout,9 - 10 inches
2024,6,Oneida,"Annsville, Camden",Fish Creek West Branch,April - second week,510,Brown Trout,12 -15 inches
2024,6,Oneida,"Annsville, Camden",Fish Creek West Branch,April - second week,4360,Brown Trout,9 - 10 inches
2024,6,Oneida,Camden,Fish Creek West Branch,April - third week,80,Brown Trout,12 -15 inches
2024,6,Oneida,Camden,Fish Creek West Branch,April - third week,710,Brown Trout,9 - 10 inches
2024,6,Oneida,Camden,Fish Creek West Branch,May - first week,190,Brown Trout,12 -15 inches
2024,6,Oneida,Camden,Fish Creek West Branch,May - first week,1600,Brown Trout,9 - 10 inches
2024,6,Oneida,Trenton,Hinckley Reservoir,Early May,5250,Rainbow Trout,8 inches
2024,6,Oneida,"Western, Ava",Lansing Kill,April - third week,100,Brown Trout,12 -15 inches
2024,6,Oneida,"Western, Ava",Lansing Kill,April - third week,860,Brown Trout,9 - 10 inches
2024,6,Oneida,Camden,Mad River,April - fourth week,230,Brown Trout,12 -15 inches
2024,6,Oneida,Camden,Mad River,April - fourth week,1940,Brown Trout,9 - 10 inches
2024,6,Oneida,Rome,Mohawk River,April - first week,360,Brown Trout,12 -15 inches
2024,6,Oneida,Rome,Mohawk River,April - first week,2910,Brown Trout,9 - 10 inches
2024,6,Oneida,Rome,Mohawk River,April - third week,360,Brown Trout,12 -15 inches
2024,6,Oneida,Rome,Mohawk River,April - third week,2910,Brown Trout,9 - 10 inches
2024,6,Oneida,Rome,Mohawk River,May - first week,360,Brown Trout,12 -15 inches
2024,6,Oneida,Rome,Mohawk River,May - first week,2910,Brown Trout,9 - 10 inches
2024,6,Oneida,Rome,Mohawk River,May - third week,360,Brown Trout,12 -15 inches
2024,6,Oneida,Rome,Mohawk River,May - third week,2910,Brown Trout,9 - 10 inches
2024,6,Oneida,Western,Mohawk River,May - first week,320,Brown Trout,12 -15 inches
2024,6,Oneida,Western,Mohawk River,May - first week,2840,Brown Trout,9 - 10 inches
2024,6,Oneida,"Marcy, Trenton",Ninemile Creek,April - first week,5880,Rainbow Trout,9 - 10 inches
2024,6,Oneida,Vernon,Oneida Creek,April - second week,370,Brown Trout,12 -15 inches
2024,6,Oneida,Vernon,Oneida Creek,April - second week,3200,Brown Trout,9 - 10 inches
2024,6,Oneida,Kirkland,Oriskany Creek,April - second week,190,Brown Trout,12 -15 inches
2024,6,Oneida,Kirkland,Oriskany Creek,April - second week,1600,Brown Trout,9 - 10 inches
2024,6,Oneida,"Kirkland, Marshall",Oriskany Creek,April - third week,280,Brown Trout,12 -15 inches
2024,6,Oneida,"Kirkland, Marshall",Oriskany Creek,April - third week,2420,Brown Trout,9 - 10 inches
2024,6,Oneida,"Ava, Lee",Point Rock Creek,May - first week,100,Brown Trout,12 -15 inches
2024,6,Oneida,"Ava, Lee",Point Rock Creek,May - first week,860,Brown Trout,9 - 10 inches
2024,6,Oneida,New Hartford,Sauquoit Creek,April - second week,300,Brown Trout,12 -15 inches
2024,6,Oneida,New Hartford,Sauquoit Creek,April - second week,2590,Brown Trout,9 - 10 inches
2024,6,Oneida,Vernon,Sconondoa Creek,April - first week,70,Brown Trout,12 -15 inches
2024,6,Oneida,Vernon,Sconondoa Creek,April - first week,560,Brown Trout,9 - 10 inches
2024,6,Oneida,Trenton,West Canada Creek,April - fourth week,100,Brown Trout,12 -15 inches
2024,6,Oneida,Trenton,West Canada Creek,April - fourth week,880,Brown Trout,9 - 10 inches
2024,6,Oneida,Trenton,West Canada Creek,April - second week,100,Brown Trout,12 -15 inches
2024,6,Oneida,Trenton,West Canada Creek,April - second week,880,Brown Trout,9 - 10 inches
2024,6,Oneida,Trenton,West Canada Creek,May - fourth week,100,Brown Trout,12 -15 inches
2024,6,Oneida,Trenton,West Canada Creek,May - fourth week,880,Brown Trout,9 - 10 inches
2024,6,Oneida,Trenton,West Canada Creek,May - second week,100,Brown Trout,12 -15 inches
2024,6,Oneida,Trenton,West Canada Creek,May - second week,880,Brown Trout,9 - 10 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,April - fourth week,230,Brown Trout,12 -15 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,April - fourth week,1960,Brown Trout,9 - 10 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,April - second week,230,Brown Trout,12 -15 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,April - second week,1960,Brown Trout,9 - 10 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,May - fourth week,230,Brown Trout,12 -15 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,May - fourth week,1960,Brown Trout,9 - 10 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,May - second week,230,Brown Trout,12 -15 inches
2024,6,Oneida,"Trenton, Deerfield",West Canada Creek,May - second week,1960,Brown Trout,9 - 10 inches
2024,7,Onondaga,Spafford,Skaneateles Lake,Mid May,15000,Rainbow Trout,8 inches
2024,8,Ontario,Canadice,Canadice Lake,Spring,4550,Brown Trout,8 inches
2024,8,Ontario,Canandaigua (T),Canandaigua Lake,Spring,7280,Brown Trout,8 inches
2024,8,Ontario,Phelps / Manchester,Canandaigua Outlet,March - fourth week,450,Brown Trout,12 -15 inches
2024,8,Ontario,Phelps / Manchester,Canandaigua Outlet,March - fourth week,3710,Brown Trout,9 - 10 inches
2024,3,Orange,Tuxedo,Askoti Lake,April,100,Brown Trout,12 -15 inches
2024,3,Orange,Tuxedo,Askoti Lake,April,730,Brown Trout,8 inches
2024,3,Orange,Highlands,Bull Pond,March - April,1600,Brook Trout,8 inches
2024,3,Orange,Highlands,Bull Pond,March - April,730,Brown Trout,8 inches
2024,3,Orange,Highlands,Highland Brook,March - April,100,Brown Trout,9 - 10 inches
2024,3,Orange,Tuxedo,Island Pond,April - third week,1430,Brook Trout,8 inches
2024,3,Orange,Highlands,Lusk Reservoir,March - April,410,Brown Trout,8 inches
2024,3,Orange,Cornwall,Moodna Creek,March - fourth week,420,Rainbow Trout,12 -14 inches
2024,3,Orange,Cornwall,Moodna Creek,March - fourth week,3740,Rainbow Trout,9 - 10 inches
2024,3,Orange,Deerpark,Neversink River,April - fourth week,180,Brown Trout,12 -15 inches
2024,3,Orange,Deerpark,Neversink River,April - fourth week,1500,Brown Trout,9 - 10 inches
2024,3,Orange,Deerpark,Neversink River,April - second week,180,Brown Trout,12 -15 inches
2024,3,Orange,Deerpark,Neversink River,April - second week,1500,Brown Trout,9 - 10 inches
2024,3,Orange,Deerpark,Neversink River,March - fourth week,180,Brown Trout,12 -15 inches
2024,3,Orange,Deerpark,Neversink River,March - fourth week,1500,Brown Trout,9 - 10 inches
2024,3,Orange,Deerpark,Neversink River,May - second week,180,Brown Trout,12 -15 inches
2024,3,Orange,Deerpark,Neversink River,May - second week,1500,Brown Trout,9 - 10 inches
2024,3,Orange,Highlands,Popolopen Brook,March - April,300,Brown Trout,9 - 10 inches
